buy_threshold,and_sell_threshold,or_sell_threshold,total_return,sharpe_ratio,max_drawdown,total_trades,win_rate
-10,20,30,156.3077768269502,0.6703331557742933,-60.6517589346271,2,37.63955342902711
-10,20,35,179.9834337127,0.7137556193736408,-60.6517589346271,2,37.79904306220095
-10,20,40,188.94552999760012,0.7292148639682999,-60.6517589346271,2,37.878787878787875
-10,20,45,50.56733630800026,0.4048534841483062,-60.6517589346271,1,39.23444976076555
-10,20,50,50.56733630800026,0.4048534841483062,-60.6517589346271,1,39.23444976076555
-10,25,30,156.3077768269502,0.6703331557742933,-60.6517589346271,2,37.63955342902711
-10,25,35,179.9834337127,0.7137556193736408,-60.6517589346271,2,37.79904306220095
-10,25,40,188.94552999760012,0.7292148639682999,-60.6517589346271,2,37.878787878787875
-10,25,45,50.56733630800026,0.4048534841483062,-60.6517589346271,1,39.23444976076555
-10,25,50,50.56733630800026,0.4048534841483062,-60.6517589346271,1,39.23444976076555
-5,10,30,52.60032569421047,0.41472451510347963,-62.13480477383059,4,31.100478468899524
-5,10,35,33.391665699250254,0.3422708183747516,-62.12264675080627,4,32.535885167464116
-5,10,40,33.391665699250254,0.3422708183747516,-62.12264675080627,4,32.535885167464116
-5,10,45,33.391665699250254,0.3422708183747516,-62.12264675080627,4,32.535885167464116
-5,10,50,33.391665699250254,0.3422708183747516,-62.12264675080627,4,32.535885167464116
-5,15,30,422.2033329367406,0.9966085117355706,-61.41629288005037,4,42.822966507177036
-5,15,35,400.04986735684093,0.9610768321273764,-61.385906725275966,4,44.417862838915475
-5,15,40,416.4303733040812,0.9756607852466852,-61.385906725275966,4,44.49760765550239
-5,15,45,328.41905581207095,0.8812715961279527,-61.385906725275966,4,45.21531100478469
-5,15,50,328.41905581207095,0.8812715961279527,-61.385906725275966,4,45.21531100478469
-5,20,30,351.1993818260411,0.9262772050387065,-61.41629288005037,3,44.01913875598086
-5,20,35,233.97451220514048,0.7520479202287693,-65.95480919195931,2,46.81020733652312
-5,20,40,244.91696690865035,0.7658375360878169,-65.95480919195931,2,46.889952153110045
-5,20,45,35.13661294701021,0.3593866601538051,-65.95480919195931,1,41.068580542264755
-5,20,50,35.13661294701021,0.3593866601538051,-65.95480919195931,1,41.068580542264755
-5,25,30,351.1993818260411,0.9262772050387065,-61.41629288005037,3,44.01913875598086
-5,25,35,233.97451220514048,0.7520479202287693,-65.95480919195931,2,46.81020733652312
-5,25,40,244.91696690865035,0.7658375360878169,-65.95480919195931,2,46.889952153110045
-5,25,45,35.13661294701021,0.3593866601538051,-65.95480919195931,1,41.068580542264755
-5,25,50,35.13661294701021,0.3593866601538051,-65.95480919195931,1,41.068580542264755
0,10,30,13.368494316680103,0.2517949862296197,-60.98486822921155,4,31.97767145135566
0,10,35,-0.8254951467799865,0.1848964600738753,-60.977819977597456,4,33.41307814992025
0,10,40,-0.8254951467799865,0.1848964600738753,-60.977819977597456,4,33.41307814992025
0,10,45,-0.8254951467799865,0.1848964600738753,-60.977819977597456,4,33.41307814992025
0,10,50,-0.8254951467799865,0.1848964600738753,-60.977819977597456,4,33.41307814992025
0,15,30,279.69680385203975,0.8467335183724755,-59.51719414435453,4,43.70015948963317
0,15,35,264.1019067384402,0.8157170255351254,-59.53327464768194,4,45.29505582137161
0,15,40,276.0293859925403,0.8304350502444219,-59.53327464768194,4,45.374800637958536
0,15,45,211.89550401212034,0.7381711593825833,-59.53327464768194,4,46.09250398724083
0,15,50,211.89550401212034,0.7381711593825833,-59.53327464768194,4,46.09250398724083
0,20,30,222.71949524937028,0.773695932410076,-59.51719414435453,3,44.73684210526316
0,20,35,184.10115446037963,0.6850321119424537,-65.40207304584831,2,46.889952153110045
0,20,40,193.4327806006599,0.6990022560337995,-65.40207304584831,2,46.96969696969697
0,20,45,89.20458499305988,0.5061949572989268,-65.40207304584831,2,48.24561403508772
0,20,50,89.20458499305988,0.5061949572989268,-65.40207304584831,2,48.24561403508772
0,25,30,222.71949524937028,0.773695932410076,-59.51719414435453,3,44.73684210526316
0,25,35,184.10115446037963,0.6850321119424537,-65.40207304584831,2,46.889952153110045
0,25,40,193.4327806006599,0.6990022560337995,-65.40207304584831,2,46.96969696969697
0,25,45,89.20458499305988,0.5061949572989268,-65.40207304584831,2,48.24561403508772
0,25,50,89.20458499305988,0.5061949572989268,-65.40207304584831,2,48.24561403508772
5,10,30,94.91458093272058,0.5348185173881757,-63.32305004620981,7,37.16108452950559
5,10,35,87.00970006621009,0.5108040110020511,-63.32092449144439,7,38.75598086124402
5,10,40,93.09750250312005,0.5264646842250764,-63.32092449144439,7,38.83572567783094
5,10,45,60.21471592576011,0.4345158024846313,-63.32092449144439,7,39.55342902711323
5,10,50,60.21471592576011,0.4345158024846313,-63.32092449144439,7,39.55342902711323
5,15,30,197.6937874821602,0.7317630575921314,-59.60808395011551,4,44.25837320574163
5,15,35,184.78934878587953,0.7032165170495597,-59.607148586947645,4,45.85326953748006
5,15,40,193.8002792941186,0.7176547854082831,-59.607148586947645,4,45.933014354066984
5,15,45,145.0172925327595,0.6294065303861932,-59.607148586947645,4,46.65071770334928
5,15,50,145.0172925327595,0.6294065303861932,-59.607148586947645,4,46.65071770334928
5,20,30,203.70193594824175,0.7430359974662025,-59.60808395011551,3,44.97607655502392
5,20,35,165.4006525486905,0.6572040728992928,-64.78112175129844,2,47.04944178628389
5,20,40,173.9339245477709,0.6710854440165755,-64.78112175129844,2,47.12918660287082
5,20,45,77.36343219691022,0.47901351285053245,-64.78112175129844,2,48.24561403508772
5,20,50,77.36343219691022,0.47901351285053245,-64.78112175129844,2,48.24561403508772
5,25,30,203.70193594824175,0.7430359974662025,-59.60808395011551,3,44.97607655502392
5,25,35,165.4006525486905,0.6572040728992928,-64.78112175129844,2,47.04944178628389
5,25,40,173.9339245477709,0.6710854440165755,-64.78112175129844,2,47.12918660287082
5,25,45,77.36343219691022,0.47901351285053245,-64.78112175129844,2,48.24561403508772
5,25,50,77.36343219691022,0.47901351285053245,-64.78112175129844,2,48.24561403508772
